key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF.files,X..,title2
rayyan-322866360,Developing a Meta-Ethnography Reporting Guideline for Research (eMERGE),2016,1,,INTERNATIONAL JOURNAL OF QUALITATIVE METHODS,1609-4069,15,1,,"France, Emma and Ring, Nicola and Jepson, Ruth and eMERGe Project Team",,English,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",,,,,NA,,NA,NA,developing a metaethnography reporting guideline for research emerge
rayyan-322866362,Qualitative synthesis: A guide to conducting a meta-ethnography,2018,3,,BRITISH JOURNAL OF OCCUPATIONAL THERAPY,0308-0226,81,3,129-137,"Cahill, Mairead and Robinson, Katie and Pettigrew, Judith and Galvin, Rose and Stanley, Mandy",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Introduction Qualitative meta-synthesis draws together data from multiple studies and can enrich understandings of client experiences and inform health policy. Meta-ethnography is the most commonly utilised qualitative synthesis approach in healthcare; however, there is variation in the conduct and quality of many published meta-ethnographies. This paper aims to guide occupational therapists on the process of completing a meta-ethnography. Method A systematic search of articles published from 1986-2016 was conducted. Studies which described an evaluation or critique of meta-ethnography as a research method, and consequently provided reflections or guidance on the method, were included. Two authors independently screened papers and nine relevant papers and one key text were identified. Two authors independently extracted data from identified sources. Results The seven stages of meta-ethnography described by Noblit and Hare (1988) are presented and integrated with key advancements from subsequent publications. Stages include starting the meta-synthesis, consideration of relevant studies, reading the studies and deciding on how they should be put together, translating the studies into one another, synthesising translations and expressing the synthesis. Conclusion Given the proliferation of qualitative methods in occupational therapy research, rigorous use of meta-ethnography has great potential to contribute to the research evidence base.",,10.1177/0308022617745016,Meta-ethnography; meta-synthesis; research methods; reporting; qualitative synthesis; qualitative...,NA,,NA,NA,qualitative synthesis a guide to conducting a metaethnography
rayyan-322866366,PRISMA-Children (C) and PRISMA-Protocol for Children (P-C) Extensions: a study protocol for the development of guidelines for the conduct and reporting of systematic reviews and meta-analyses of newborn and child health research,2016,NA,,BMJ OPEN,2044-6055,6,4,,"Kapadia, Mufiza Z. and Askie, Lisa and Hartling, Lisa and Contopoulos-Ioannidis, Despina and Bhutta, Zulfiqar A. and Soll, Roger and Moher, David and Offringa, Martin",,English,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND","Introduction: Paediatric systematic reviews differ from adult systematic reviews in several key aspects such as considerations of child tailored interventions, justifiable comparators, valid outcomes and child sensitive search strategies. Available guidelines, including PRISMA-P (2015) and PRISMA (2009), do not cover all the complexities associated with reporting systematic reviews in the paediatric population. Using a collaborative, multidisciplinary structure, we aim to develop evidence-based and consensus-based PRISMA-P-C (Protocol for Children) and PRISMA-C (Children) Extensions to guide paediatric systematic review protocol and completed review reporting. Methods and analysis: This project's methodology follows published recommendations for developing reporting guidelines and involves the following six phases; (1) establishment of a steering committee representing key stakeholder groups; (2) a scoping review to identify potential Extension items; (3) three types of consensus activities including meetings of the steering committee to achieve high-level decisions on the content and methodology of the Extensions, a survey of key stakeholders to generate a list of possible items to include in the Extensions and a formal consensus meeting to select the reporting items to add to, or modify for, the Extension; (4) the preliminary checklist items generated in phase III will be evaluated against the existing evidence and reporting practices in paediatric systematic reviews; (5) extension statements and explanation and elaboration documents will provide detailed advice for each item and examples of good reporting; (6) development and implementation of effective knowledge translation of the extension checklist, and an evaluation of the Extensions by key stakeholders. Ethics and Dissemination: This protocol was considered a quality improvement project by the Hospital for Sick Children's Ethics Committee and did not require ethical review. The resultant checklists, jointly developed with all relevant stakeholders, will be disseminated through peer-reviewed journals as well as national and international conference presentations. Endorsement of the checklist will be sought simultaneously in multiple journals.",,10.1136/bmjopen-2015-010270,,NA,,NA,NA,prismachildren c and prismaprotocol for children pc extensions a study protocol for the development of guidelines for the conduct and reporting of systematic reviews and metaanalyses of newborn and child health research
rayyan-322866367,PRISMA Reporting Guidelines for Meta-analyses and Systematic Reviews,2021,8,,JAMA SURGERY,2168-6254,156,8,789-790,"Arya, Shipra and Kaji, Amy H. and Boermeester, Marja A.",,English,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, IL 60611-5885 USA",,,10.1001/jamasurg.2021.0546,,NA,,NA,NA,prisma reporting guidelines for metaanalyses and systematic reviews
rayyan-322866368,PRISMA-DTA: An Extension of PRISMA for Reporting of Diagnostic Test Accuracy Systematic Reviews,2018,6,,CLINICAL CHEMISTRY,0009-9147,64,6,985-986,"Sharifabadi, Anahita Dehmoobad and McInnes, Matthew D. F. and Bossuyt, Patrick M. M.",,English,AMER ASSOC CLINICAL CHEMISTRY,"2101 L STREET NW, SUITE 202, WASHINGTON, DC 20037-1526 USA",,,10.1373/clinchem.2018.289637,,NA,,NA,NA,prismadta an extension of prisma for reporting of diagnostic test accuracy systematic reviews
rayyan-322866369,Preferred reporting items for systematic reviews and meta-analyses (PRISMA) statement and publication bias,2011,3,,JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY,1010-5182,39,2,91-92,"Knobloch, Karsten and Yoon, Uzung and Vogt, Peter M.",,English,CHURCHILL LIVINGSTONE,"JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH EH1 3AF, MIDLOTHIAN, SCOTLAND","Publication bias is a major problem in evidence based medicine. As well as positive outcome studies being preferentially published or followed by full text publication authors are also more likely to publish positive results in English-language journals. This unequal distribution of trials leads to a selection bias in evidence I level studies, like systematic reviews, meta-analysis or health technology assessments followed by a systematic failure of interpretation and in clinical decisions. Publication bias in a systematic review occurs mostly during the selection process and a transparent selection process is necessary to avoid such bias. For systematic reviews/meta-analysis the PRISMA-statement (formerly known as QUOROM) is recommended, as it gives the reader for a better understanding of the selection process. In the future the use of trial registration for minimizing publication bias, mechanisms to allow easier access to the scientific literature and improvement in the peer review process are recommended to overcome publication bias. The use of checklists like PRISMA is likely to improve the reporting quality of a systematic review and provides substantial transparency in the selection process of papers in a systematic review. (C) 2010 European Association for Cranio-Maxillo-Facial Surgery.",,10.1016/j.jcms.2010.11.001,Publication; Bias; PRISMA; Meta-analysis,NA,,NA,NA,preferred reporting items for systematic reviews and metaanalyses prisma statement and publication bias
rayyan-322866370,Preferred Reporting Items for Systematic Reviews and Meta-Analyses: The PRISMA Statement,2009,7,,PLOS MEDICINE,1549-1277,6,7,,"Moher, David and Liberati, Alessandro and Tetzlaff, Jennifer and Altman, Douglas G. and Grp, PRISMA",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,,10.1371/journal.pmed.1000097,,NA,,NA,NA,preferred reporting items for systematic reviews and metaanalyses the prisma statement
rayyan-322866372,Introducing the First Bespoke Meta-Ethnography Reporting Guidance (eMERGe),2019,6,,INTERNATIONAL JOURNAL OF QUALITATIVE METHODS,1609-4069,18,NA,,"France, Emma and eMERGe Project Team Advisors",,English,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",,,,,NA,,NA,NA,introducing the first bespoke metaethnography reporting guidance emerge
rayyan-322866377,Preferred Report Items for systematic reviews and meta-analysis: The PRISMA Statement,2011,2,,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,0012-0472,136,8,E9-E15,"Ziegler, A. and Antes, G. and Koenig, I. R.",,German,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, D-70469 STUTTGART, GERMANY",,,10.1055/s-0031-1272978,,NA,,NA,NA,preferred report items for systematic reviews and metaanalysis the prisma statement
rayyan-322866378,Letter to the editor regarding `Prevalence of bruxism in obstructive sleep apnea patients: A systematic review conducted according to PRISMA guidelines and the Cochrane handbook for systematic reviews of interventions',2024,3,,JOURNAL OF ORAL REHABILITATION,0305-182X,51,3,625-627,"De Luca Canto, Graziela and Pauletto, Patricia",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,,10.1111/joor.13624,,NA,,NA,NA,letter to the editor regarding `prevalence of bruxism in obstructive sleep apnea patients a systematic review conducted according to prisma guidelines and the cochrane handbook for systematic reviews of interventions
rayyan-322866382,Reporting scoping reviews-PRISMA ScR extension,2020,7,,JOURNAL OF CLINICAL EPIDEMIOLOGY,0895-4356,123,NA,177-179,"McGowan, Jessie and Straus, Sharon and Moher, David and Langlois, Etienne V. and O'Brien, Kelly K. and Horsley, Tanya and Aldcroft, Adrian and Zarin, Wasifa and Garitty, Chantelle Marie and Hempel, Susanne and Lillie, Erin and Tuncalp, Ozge and Tricco, Andrea C.",,English,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA",,,10.1016/j.jclinepi.2020.03.016,,NA,,NA,NA,reporting scoping reviewsprisma scr extension
rayyan-322866384,Preferred reporting items of systematic review and meta-analyses: the PRISMA statement,2011,4,,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,0012-0472,136,15,E25,"Moher, D. and Liberati, A. and Tetzlaff, J. and Altman, D. G.",,German,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, D-70469 STUTTGART, GERMANY",,,10.1055/s-0031-1272982,,NA,,NA,NA,preferred reporting items of systematic review and metaanalyses the prisma statement
rayyan-322866386,IS RISK OF BIAS UNDERESTIMATED IN POORLY CONDUCTED SYSTEMATIC REVIEWS USING COCHRANE'S RISK OF BIAS TOOL FOR NON-RANDOMISED STUDIES? A META-EPIDEMIOLOGICAL REVIEW,2021,9,,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0143-005X,75,NA,A17,"Igelstrom, Erik and Campbell, Mhairi and Craig, Peter and Katikireddi, Srinivasa Vittal",,English,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND",,,10.1136/jech-2021-SSMabstracts.36,,NA,,NA,NA,is risk of bias underestimated in poorly conducted systematic reviews using cochranes risk of bias tool for nonrandomised studies a metaepidemiological review
rayyan-322866387,The PRISMA 2020 statement: updated guideline for reporting systematic reviews,2022,NA,,EPIDEMIOLOGIA E SERVICOS DE SAUDE,1679-4974,31,2,,"Galvao, Tais Freire and Baldin Tiguman, Gustavo Magno and Sarkis-Onofre, Rafael",,Portuguese,MINISTERIO DA SAUDE,"ESPLANADA MINISTERIOS, BLOCO G, BRASILIA, DF 70058-900, BRAZIL",,,10.5123/S1679-49742022000200033,,NA,,NA,NA,the prisma 2020 statement updated guideline for reporting systematic reviews
rayyan-322866388,The PRISMA 2020 statement: An updated guideline for reporting systematic reviews,2021,4,,INTERNATIONAL JOURNAL OF SURGERY,1743-9191,88,NA,,"Page, Matthew J. and McKenzie, Joanne E. and Bossuyt, Patrick M. and Boutron, Isabelle and Hoffmann, Tammy C. and Mulrow, Cynthia D. and Shamseer, Larissa and Tetzlaff, Jennifer M. and Akl, Elie A. and Brennan, Sue E. and Chou, Roger and Glanville, Julie and Grimshaw, Jeremy M. and Hrobjartsson, Asbjorn and Lalu, Manoj M. and Li, Tianjing and Loder, Elizabeth W. and Mayo-Wilson, Evan and McDonald, Steve and McGuinness, Luke A. and Stewart, Lesley A. and Thomas, James and Tricco, Andrea C. and Welch, Vivian A. and Whiting, Penny and Moher, David",,English,LIPPINCOTT WILLIAMS \& WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","The Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) statement, published in 2009, was designed to help systematic reviewers transparently report why the review was done, what the authors did, and what they found. Over the past decade, advances in systematic review methodology and terminology have necessitated an update to the guideline. The PRISMA 2020 statement replaces the 2009 statement and includes new reporting guidance that reflects advances in methods to identify, select, appraise, and synthesise studies. The structure and presentation of the items have been modified to facilitate implementation. In this article, we present the PRISMA 2020 27-item checklist, an expanded checklist that details reporting recommendations for each item, the PRISMA 2020 abstract checklist, and the revised flow diagrams for original and updated reviews.",,10.1016/j.ijsu.2021.105906,,NA,,NA,NA,the prisma 2020 statement an updated guideline for reporting systematic reviews
rayyan-322866397,PRISMA AI reporting guidelines for systematic reviews and meta-analyses on AI in healthcare,2023,1,,NATURE MEDICINE,1078-8956,29,1,14-15,"Cacciamani, Giovanni E. and Chu, Timothy N. and Sanford, Daniel I. and Abreu, Andre and Duddalwar, Vinay and Oberai, Assad and Kuo, C. -C. Jay and Liu, Xiaoxuan and Denniston, Alastair K. and Vasey, Baptiste and McCulloch, Peter and Wolff, Robert F. and Mallett, Sue and Mongan, John and Kahn, Charles E. and Sounderajah, Viknesh and Darzi, Ara and Dahm, Philipp and Moons, Karel G. M. and Topol, Eric and Collins, Gary S. and Moher, David and Gill, Inderbir S. and Hung, Andrew J.",,English,NATURE PORTFOLIO,"HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY",,,10.1038/s41591-022-02139-w,,NA,,NA,NA,prisma ai reporting guidelines for systematic reviews and metaanalyses on ai in healthcare
rayyan-322866400,CRITERION-RELATED VALIDITY DATA FOR THE CHILD-BEHAVIOR CHECKLIST - TEACHERS REPORT FORM,1986,NA,,JOURNAL OF SCHOOL PSYCHOLOGY,0022-4405,24,4,387-393,"HOGE, RD and MCKAY, V",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",,,10.1016/0022-4405(86)90027-0,,NA,,NA,NA,criterionrelated validity data for the childbehavior checklist teachers report form
rayyan-322866402,Reporting items for systematic reviews and meta-analyses of acupuncture: the PRISMA for acupuncture checklist,2019,8,,BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE,,19,1,,"Wang, Xiaoqin and Chen, Yaolong and Liu, Yali and Yao, Liang and Estill, Janne and Bian, Zhaoxiang and Wu, Taixiang and Shang, Hongcai and Lee, Myeong Soo and Wei, Dang and Tian, Jinhui and Ma, Bin and Wang, Yongfeng and Tian, Guihua and Yang, Kehu",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Background Acupuncture is widely used worldwide, and systematic reviews on acupuncture are increasingly being published. Although acupuncture systematic reviews share several essential elements with other systematic reviews, some essential information for the application of acupuncture is not covered by the Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) statement. Considering this, we aimed to develop an extension of the PRISMA statement for acupuncture systematic reviews. Methods We used the PRISMA statement as a starting point, and conducted this study referring to the development strategy recommended by the EQUATOR network. The initial items were collected through a wide survey among evidence users and a review of relevant studies. We conducted a three-round Delphi survey and one-day face-to-face meeting to select items and formulate the checklist. After the consensus meeting, we drafted the manuscript (including the checklist) and sent it to our advisory experts for comments, following which the checklist was refined and circulated to a group of acupuncture systematic review authors for pilot test. We also selected a sample of acupuncture systematic reviews published in 2017 to test the checklist. Results A checklist of five new sub-items (including sub items) and six modified items was formulated, involving content related to title, rationale, eligibility criteria, literature search, data extraction, and study characteristics. We clarified the rationales of the items and provided examples for each item for additional guidance. Conclusion The PRISMA for Acupuncture checklist is developed for improving the reporting of systematic reviews of acupuncture interventions.",,10.1186/s12906-019-2624-3,PRISMA; Acupuncture intervention; Systematic review,NA,,NA,NA,reporting items for systematic reviews and metaanalyses of acupuncture the prisma for acupuncture checklist
rayyan-322866403,Main items to report Systematic reviews and Meta-analysis: The PRISMA recommendation,2015,4,,EPIDEMIOLOGIA E SERVICOS DE SAUDE,1679-4974,24,2,335-342,"Altman, Doug and Antes, Gerd and Atkins, David and Barbour, Virginia and Barrowman, Nick and Berlin, Jesse A. and Clark, Jocalyn and Clarke, Mike and Cook, Deborah and D'Amico, Roberto and Deeks, Jonathan J. and Devereaux, P. J. and Dickersin, Kay and Egger, Matthias and Ernst, Edzard and Gotzsche, Peter C. and Grimshaw, Jeremy and Guyatt, Gordon and Higgins, Julian and Ioannidis, John P. A. and Kleijnen, Jos and Lang, Tom and Liberati, Alessandro and Magrini, Nicola and McNamee, David and Moja, Lorenzo and Moher, David and Mulrow, Cynthia and Napoli, Maryann and Oxman, Andy and Pham, Ba and Rennie, Drummond and Sampson, Margaret and Schulz, Kenneth F. and Shekelle, Paul G. and Tetzlaff, Jennifer and Tovey, David and Tugwell, Peter and PRISMA, Grp",,Portuguese,MINISTERIO DA SAUDE,"ESPLANADA MINISTERIOS, BLOCO G, BRASILIA, DF 70058-900, BRAZIL",,,10.5123/S1679-49742015000200017,,NA,,NA,NA,main items to report systematic reviews and metaanalysis the prisma recommendation
rayyan-322866405,"Reproducibility of infant fNIRS studies: a meta-analytic approach (vol 10, 023518, 2023)",2023,4,,NEUROPHOTONICS,2329-423X,10,2,,"Gemignani, Jessica and de la Cruz-Pavia, Irene and Martinez, Anna and Nallet, Caroline and Pasquini, Alessia and Lucarini, Gaia and Cavicchiolo, Francesca and Gervain, Judit",,English,SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS,"1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98225 USA",. The erratum documents correction of erroneous captions for Figs. 5-7.,,10.1117/1.NPh.10.2.029801,,NA,,NA,NA,reproducibility of infant fnirs studies a metaanalytic approach vol 10 023518 2023
rayyan-322866406,THE PRISMA 2020 STATEMENT: DEVELOPMENT OF AND KEY CHANGES IN AN UPDATED GUIDELINE FOR REPORTING SYSTEMATIC REVIEWS AND META-ANALYSES,2020,5,,VALUE IN HEALTH,1098-3015,23,1,S312-S313,"Tetzlaff, J. and Page, M. and Moher, D.",,English,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA",,,,,NA,,NA,NA,the prisma 2020 statement development of and key changes in an updated guideline for reporting systematic reviews and metaanalyses
rayyan-322866408,The PRISMA Extension Statement for Reporting of Systematic Reviews Incorporating Network Meta-analyses of Health Care Interventions: Checklist and Explanations,2015,6,,ANNALS OF INTERNAL MEDICINE,0003-4819,162,11,777-784,"Hutton, Brian and Salanti, Georgia and Caldwell, Deborah M. and Chaimani, Anna and Schmid, Christopher H. and Cameron, Chris and Ioannidis, John P. A. and Straus, Sharon and Thorlund, Kristian and Jansen, Jeroen P. and Mulrow, Cynthia and Catala-Lopez, Ferran and Gotzsche, Peter C. and Dickersin, Kay and Boutron, Isabelle and Altman, Douglas G. and Moher, David",,English,AMER COLL PHYSICIANS,"INDEPENDENCE MALL WEST 6TH AND RACE ST, PHILADELPHIA, PA 19106-1572, UNITED STATES","The PRISMA statement is a reporting guideline designed to improve the completeness of reporting of systematic reviews and meta-analyses. Authors have used this guideline worldwide to prepare their reviews for publication. In the past, these reports typically compared 2 treatment alternatives: With the evolution of systematic reviews that compare multiple treatments, some of them only indirectly, authors face novel challenges for conducting and reporting their reviews. This extension of the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-analyses) statement was developed specifically to improve the reporting of systematic reviews incorporating network meta-analyses. A group of experts participated in a systematic review, Delphi survey, and face-to-face discussion and consensus meeting to establish new checklist items for this extension statement. Cur-rent PRISMA items were also clarified. A modified, 32-item PRISMA extension checklist was developed to address what the group considered to be immediately relevant to the reporting of network meta-analyses. This document presents the extension and provides examples of good reporting, as well as elaborations regarding the rationale for new checklist items and the modification of previously existing items from the PRISMA statement. It also highlights educational information related to key considerations in the practice of network meta-analysis. The target audience includes authors and readers of network meta-analyses, as well as journal editors and peer reviewers.",,10.7326/M14-2385,,NA,,NA,NA,the prisma extension statement for reporting of systematic reviews incorporating network metaanalyses of health care interventions checklist and explanations
rayyan-322866409,PRISMA: an attempt to improve standards for reporting systematic review and meta-analysis,2009,NA,,EPIDEMIOLOGY BIOSTATISTICS AND PUBLIC HEALTH,2282-2305,6,4,352-353,"Boccia, Stefania",,English,PREX SPA,"VIA A FAVA 25, MILAN, 20125, ITALY",,,,,NA,,NA,NA,prisma an attempt to improve standards for reporting systematic review and metaanalysis
rayyan-322866410,Enhancing the Reporting of Systematic Reviews and Meta-Analyses in Vascular Surgery: PRISMA 2020,2021,10,,EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,1078-5884,62,4,664-666,"Antoniou, George A. and Antoniou, Stavros A. and Mani, Kevin",,English,W B SAUNDERS CO LTD,"32 JAMESTOWN RD, LONDON NW1 7BY, ENGLAND",,,10.1016/j.ejvs.2021.06.010,,NA,,NA,NA,enhancing the reporting of systematic reviews and metaanalyses in vascular surgery prisma 2020
rayyan-322866411,"Preferred reporting items for systematic reviews and meta-analyses: The PRISMA statement (vol 8, pg 336, 2010)",2010,NA,,INTERNATIONAL JOURNAL OF SURGERY,1743-9191,8,8,658,"Moher, David",,English,LIPPINCOTT WILLIAMS \& WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA",,,10.1016/j.ijsu.2010.07.299,,NA,,NA,NA,preferred reporting items for systematic reviews and metaanalyses the prisma statement vol 8 pg 336 2010
rayyan-322866412,Preferred reporting items for systematic reviews and meta-analyses in ecology and evolutionary biology: a PRISMA extension,2021,10,,BIOLOGICAL REVIEWS,1464-7931,96,5,1695-1722,"O'Dea, Rose E. and Lagisz, Malgorzata and Jennions, Michael D. and Koricheva, Julia and Noble, Daniel W. A. and Parker, Timothy H. and Gurevitch, Jessica and Page, Matthew J. and Stewart, Gavin and Moher, David and Nakagawa, Shinichi",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Since the early 1990s, ecologists and evolutionary biologists have aggregated primary research using meta-analytic methods to understand ecological and evolutionary phenomena. Meta-analyses can resolve long-standing disputes, dispel spurious claims, and generate new research questions. At their worst, however, meta-analysis publications are wolves in sheep's clothing: subjective with biased conclusions, hidden under coats of objective authority. Conclusions can be rendered unreliable by inappropriate statistical methods, problems with the methods used to select primary research, or problems within the primary research itself. Because of these risks, meta-analyses are increasingly conducted as part of systematic reviews, which use structured, transparent, and reproducible methods to collate and summarise evidence. For readers to determine whether the conclusions from a systematic review or meta-analysis should be trusted - and to be able to build upon the review - authors need to report what they did, why they did it, and what they found. Complete, transparent, and reproducible reporting is measured by `reporting quality'. To assess perceptions and standards of reporting quality of systematic reviews and meta-analyses published in ecology and evolutionary biology, we surveyed 208 researchers with relevant experience (as authors, reviewers, or editors), and conducted detailed evaluations of 102 systematic review and meta-analysis papers published between 2010 and 2019. Reporting quality was far below optimal and approximately normally distributed. Measured reporting quality was lower than what the community perceived, particularly for the systematic review methods required to measure trustworthiness. The minority of assessed papers that referenced a guideline (similar to 16\%) showed substantially higher reporting quality than average, and surveyed researchers showed interest in using a reporting guideline to improve reporting quality. The leading guideline for improving reporting quality of systematic reviews is the Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) statement. Here we unveil an extension of PRISMA to serve the meta-analysis community in ecology and evolutionary biology: PRISMA-EcoEvo (version 1.0). PRISMA-EcoEvo is a checklist of 27 main items that, when applicable, should be reported in systematic review and meta-analysis publications summarising primary research in ecology and evolutionary biology. In this explanation and elaboration document, we provide guidance for authors, reviewers, and editors, with explanations for each item on the checklist, including supplementary examples from published papers. Authors can consult this PRISMA-EcoEvo guideline both in the planning and writing stages of a systematic review and meta-analysis, to increase reporting quality of submitted manuscripts. Reviewers and editors can use the checklist to assess reporting quality in the manuscripts they review. Overall, PRISMA-EcoEvo is a resource for the ecology and evolutionary biology community to facilitate transparent and comprehensively reported systematic reviews and meta-analyses.",,10.1111/brv.12721,comparative analysis; critical appraisal; evidence synthesis; non-independence; open science; stu...,NA,,NA,NA,preferred reporting items for systematic reviews and metaanalyses in ecology and evolutionary biology a prisma extension
rayyan-322866413,Evaluation of Compliance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) Guidelines for Conducting and Reporting Systematic Reviews in Three Major Periodontology Journals,2024,NA,,OPEN DENTISTRY JOURNAL,1874-2106,18,NA,,"Alharbi, Fahad and Gufran, Khalid and Alqerban, Ali and Alqahtani, Abdullah Saad and Asiri, Saeed N. and Almutairi, Abdullah",,English,BENTHAM SCIENCE PUBL LTD,"EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, 1200 BR SHARJAH, U ARAB EMIRATES","Background Data from the systematic review, with or without meta-analysis, form the basis of evidence-based medicine. Therefore, these studies should be conducted and reported according to the mandatory Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. This study evaluated compliance with the PRISMA guidelines for conducting and reporting systematic reviews in three major periodontology journals.Material and Methods A hand search was conducted in three major periodontal journals to identify Systematic Reviews (SRs) published between January 2018 and July 2022 using the words ``Systematic Review{''} or ``meta-analysis{''} in the title, abstract, or methodology of an article. The PRISMA statement checklist was used to evaluate eligible SRs, covering various sections of the review process. Descriptive statistics, univariate and multivariate analyses, and inter-examiner and intra-examiner reliability assessments were conducted for data analysis.Results A total of 87 SRs with meta-analyses were included in the current study. The proportion of published systematic reviews during the investigation period was 5.7\% of the total published articles. 16 items were reported adequately in less than 75\% of the included papers. Notably, items such as abstracts, data items, sensitivity analysis methods, synthesis results, reporting biases, evidence certainty, registration and protocol, data, code, and other materials availability were reported inadequately in some reviews.Conclusion The findings from this study support previous research demonstrating that compliance with the PRISMA guidelines for the conduct and reporting of systematic reviews can vary, potentially attributing to a lack of understanding regarding these guidelines and their clinical significance.",,10.2174/0118742106327727240905095525,Periodontics; Meta-analysis as topic; Guidelines as topic{*}; Review literature as topic{*}; Chec...,NA,,NA,NA,evaluation of compliance with the preferred reporting items for systematic reviews and metaanalyses prisma guidelines for conducting and reporting systematic reviews in three major periodontology journals
rayyan-322866414,Transforming the Perceptual Situation: a Meta-ethnography of qualitative Work Reporting Patients' Experiences of Mindfulness-Based Approaches,2012,3,,MINDFULNESS,1868-8527,3,1,60-75,"Malpass, Alice and Carel, Havi and Ridd, Matthew and Shaw, Alison and Kessler, David and Sharp, Debbie and Bowden, Mark and Wallond, Julia",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","The UK National Institute for Clinical Excellence recommends Mindfulness-based Cognitive Therapy (MBCT) for the prevention of relapse in chronic depression. Since Jon Kabat-Zinn first developed Mindfulness-based Stress Reduction (MBSR) in the 1980s, most research has focused on questions of efficacy, i. e. does mindfulness work? More recently, interest has emerged in how mindfulness-based interventions, such as MBSR and MBCT, are experienced by participants. To evaluate how participants experience the 8-week MBSR/MBCT process, we carried out a meta-ethnography of published qualitative papers since 2001, whose focus is the patient experience of MBCT and MBSR. A systematic search of six databases was carried out. Relevant papers were critically appraised using a modified version of the Critical Appraisal Skills programme tool. Fourteen papers, each representing a unique study, were included in the metaethnography. The synthesis describes patients' experience of the mindfulness process. Linking patient experiences to existing theories of mindfulness and chronic illness, the synthesis conceptualises the way participants develop a new understanding of their illness over time, and the role mindfulness approaches have in helping them manage their difficulties better.",,10.1007/s12671-011-0081-2,MBCT; MBSR; Meta-ethnography; Therapeutic process; Chronic illness; Patient experience,NA,,NA,NA,transforming the perceptual situation a metaethnography of qualitative work reporting patients experiences of mindfulnessbased approaches
